SaleID,DateID,CustomerID,ProductID,ManufacturerID,EmployeeID,InstallerID,Quantity,Revenue,Cost,Profit
S010927,20241111,C0524,P010,M001,E010,I002,4,1727,1122.55,604.45
S010928,20250831,C0001,P008,M001,E005,I004,3,2102,1156.1,945.9
S010929,20261015,C0616,P001,M002,E008,I002,4,1580,1027.0,553.0
S010930,20261211,C0346,P002,M008,E006,I002,3,1542,1002.3,539.7
S010931,20241126,C0934,P015,M002,E007,I003,2,1244,808.6,435.4
S010932,20240710,C0114,P011,M001,E009,I002,5,870,565.5,304.5
S010933,20251014,C0137,P006,M002,E002,I002,1,4564,2053.8,2510.2
S010934,20250929,C0806,P013,M007,E004,I002,2,1246,809.9,436.1
S010935,20260826,C0992,P009,M005,E003,I004,4,2378,1307.9,1070.1
S010936,20240402,C0104,P015,M008,E008,I001,4,1714,1114.1,599.9
S010937,20240416,C0708,P010,M006,E004,I002,4,2117,1376.05,740.95
S010938,20250428,C0389,P001,M004,E010,I005,5,752,488.8,263.2
S010939,20251125,C0942,P013,M002,E005,I002,4,1332,865.8,466.2
S010940,20250111,C0583,P005,M007,E010,I001,3,6020,2709.0,3311.0
S010941,20250103,C0077,P005,M001,E010,I002,4,5290,2380.5,2909.5
S010942,20250117,C0988,P008,M006,E009,I003,1,2518,1384.9,1133.1
S010943,20260429,C0830,P005,M001,E009,I002,1,6549,2947.05,3601.95
S010944,20251106,C0925,P008,M005,E007,I001,1,3522,1937.1,1584.9
S010945,20260731,C0723,P012,M005,E001,I004,4,1499,974.35,524.65
S010946,20260221,C0277,P009,M005,E010,I002,3,4371,2404.05,1966.95
S010947,20250417,C0253,P013,M005,E009,I005,4,1195,776.75,418.25
S010948,20250923,C0417,P010,M001,E001,I002,2,1453,944.45,508.55
S010949,20260626,C0433,P001,M005,E007,I003,2,1754,1140.1,613.9
S010950,20260204,C0705,P002,M006,E010,I004,2,1519,987.35,531.65
S010951,20260827,C0271,P011,M003,E004,I002,3,2174,1413.1,760.9
S010952,20241109,C0559,P011,M004,E005,I002,4,1050,682.5,367.5
S010953,20260802,C0349,P001,M003,E007,I005,4,993,645.45,347.55
S010954,20260905,C0365,P009,M004,E010,I001,4,4567,2511.85,2055.15
S010955,20240731,C0194,P011,M005,E007,I005,5,2046,1329.9,716.1
S010956,20240918,C0496,P004,M007,E007,I001,4,1681,1008.6,672.4
S010957,20261024,C0288,P004,M002,E002,I004,2,2475,1485.0,990.0
S010958,20251123,C0121,P013,M003,E006,I004,3,804,522.6,281.4
S010959,20251216,C0803,P009,M004,E003,I003,4,2468,1357.4,1110.6
S010960,20260211,C0877,P011,M004,E010,I005,1,906,588.9,317.1
S010961,20240112,C0540,P011,M006,E006,I003,2,1873,1217.45,655.55
S010962,20240105,C0626,P001,M004,E010,I004,1,1301,845.65,455.35
S010963,20250612,C0591,P001,M004,E006,I001,4,1494,971.1,522.9
S010964,20260717,C0186,P002,M004,E009,I002,1,1497,973.05,523.95
S010965,20240528,C0116,P008,M004,E005,I005,4,4378,2407.9,1970.1
S010966,20260507,C0724,P006,M002,E001,I002,2,6192,2786.4,3405.6
S010967,20241130,C0266,P001,M001,E002,I004,2,781,507.65,273.35
S010968,20240618,C0327,P011,M006,E005,I002,1,1128,733.2,394.8
S010969,20260415,C0501,P003,M005,E001,I001,5,1732,1039.2,692.8
S010970,20250907,C0250,P005,M008,E009,I001,3,2552,1148.4,1403.6
S010971,20260205,C0542,P002,M008,E004,I004,1,739,480.35,258.65
S010972,20250420,C0271,P015,M001,E006,I001,2,1344,873.6,470.4
S010973,20251216,C0474,P001,M003,E004,I005,3,594,386.1,207.9
S010974,20260715,C1000,P004,M002,E009,I002,2,1583,949.8,633.2
S010975,20240909,C0419,P004,M008,E002,I004,2,2877,1726.2,1150.8
S010976,20260430,C1000,P010,M002,E008,I003,3,1987,1291.55,695.45
S010977,20250811,C0302,P009,M003,E004,I002,3,2265,1245.75,1019.25
S010978,20240720,C0323,P014,M007,E001,I002,2,818,531.7,286.3
S010979,20241210,C0309,P011,M008,E005,I004,5,2098,1363.7,734.3
S010980,20261008,C0088,P008,M006,E006,I001,2,2586,1422.3,1163.7
S010981,20250303,C0720,P008,M006,E010,I004,5,1944,1069.2,874.8
S010982,20240203,C0573,P008,M008,E009,I003,1,5941,3267.55,2673.45
S010983,20260506,C0916,P008,M008,E010,I002,5,5694,3131.7,2562.3
S010984,20260610,C0611,P013,M004,E010,I003,5,941,611.65,329.35
S010985,20251105,C0830,P010,M008,E003,I001,2,2158,1402.7,755.3
S010986,20251010,C0168,P001,M002,E001,I003,5,921,598.65,322.35
S010987,20240830,C0851,P015,M005,E007,I005,1,697,453.05,243.95
S010988,20250410,C0250,P004,M002,E004,I005,4,2293,1375.8,917.2
S010989,20250814,C0589,P004,M003,E004,I003,2,2603,1561.8,1041.2
S010990,20250207,C0500,P012,M002,E001,I003,1,1070,695.5,374.5
S010991,20250116,C0826,P008,M006,E002,I001,2,4759,2617.45,2141.55
S010992,20240524,C0422,P011,M005,E001,I003,1,813,528.45,284.55
S010993,20260816,C0772,P004,M007,E003,I001,1,2456,1473.6,982.4
S010994,20260613,C0628,P009,M001,E005,I002,5,1666,916.3,749.7
S010995,20240808,C0312,P010,M003,E002,I005,5,963,625.95,337.05
S010996,20241213,C0001,P013,M007,E003,I003,3,729,473.85,255.15
S010997,20251008,C0769,P002,M001,E002,I004,4,1581,1027.65,553.35
S010998,20240610,C0349,P012,M001,E010,I005,3,1097,713.05,383.95
S010999,20260301,C0540,P008,M002,E002,I002,3,4204,2312.2,1891.8
S011000,20251123,C0229,P004,M003,E010,I002,1,1357,814.2,542.8
S011001,20250420,C0620,P005,M003,E009,I002,2,7291,3280.95,4010.05
S011002,20260402,C0249,P004,M005,E008,I002,4,1951,1170.6,780.4
S011003,20250707,C0858,P003,M008,E002,I005,2,2695,1617.0,1078.0
S011004,20260511,C0326,P010,M003,E008,I004,2,993,645.45,347.55
S011005,20260831,C0719,P001,M003,E005,I001,2,1614,1049.1,564.9
S011006,20261211,C0769,P007,M001,E001,I002,3,4849,2182.05,2666.95
S011007,20240119,C0442,P014,M005,E007,I004,4,1088,707.2,380.8
S011008,20261004,C0150,P006,M008,E008,I003,2,3029,1363.05,1665.95
S011009,20240819,C0135,P003,M004,E007,I003,3,2383,1429.8,953.2
S011010,20250613,C0112,P007,M005,E010,I002,1,4897,2203.65,2693.35
S011011,20260123,C0632,P001,M001,E004,I005,2,648,421.2,226.8
S011012,20250502,C0049,P005,M003,E003,I005,2,2602,1170.9,1431.1
S011013,20250216,C0396,P013,M005,E005,I003,4,1133,736.45,396.55
S011014,20240217,C0608,P007,M001,E007,I004,5,4141,1863.45,2277.55
S011015,20240418,C0955,P006,M005,E010,I003,1,7000,3150.0,3850.0
S011016,20260412,C0859,P015,M005,E005,I004,3,1301,845.65,455.35
S011017,20260806,C0097,P002,M008,E010,I002,2,1178,765.7,412.3
S011018,20241007,C0539,P001,M004,E005,I005,2,525,341.25,183.75
S011019,20250630,C0826,P015,M005,E006,I003,1,1598,1038.7,559.3
S011020,20241217,C0838,P008,M003,E009,I001,2,4040,2222.0,1818.0
S011021,20250714,C0275,P012,M001,E001,I001,1,1499,974.35,524.65
S011022,20260606,C0544,P001,M008,E008,I005,1,1173,762.45,410.55
S011023,20260604,C0851,P004,M005,E010,I004,3,2681,1608.6,1072.4
S011024,20241109,C0856,P005,M002,E007,I005,4,3600,1620.0,1980.0
S011025,20241213,C0712,P014,M007,E010,I004,5,1571,1021.15,549.85
S011026,20250424,C0862,P013,M005,E009,I003,5,1429,928.85,500.15
S011027,20260109,C0486,P007,M003,E003,I002,1,4037,1816.65,2220.35
S011028,20260404,C0035,P006,M006,E008,I005,3,3537,1591.65,1945.35
S011029,20251003,C0469,P009,M006,E009,I001,1,2063,1134.65,928.35
S011030,20260125,C0315,P001,M005,E008,I003,1,658,427.7,230.3
S011031,20260130,C0503,P003,M004,E008,I005,5,1734,1040.4,693.6
S011032,20240318,C0721,P005,M001,E003,I001,2,6686,3008.7,3677.3
S011033,20261127,C0507,P003,M001,E008,I005,5,2950,1770.0,1180.0
S011034,20240518,C0491,P014,M004,E003,I002,3,1287,836.55,450.45
S011035,20240801,C0806,P011,M006,E006,I004,2,918,596.7,321.3
S011036,20241024,C0189,P003,M004,E003,I004,1,1564,938.4,625.6
S011037,20260105,C0294,P002,M003,E007,I005,5,1428,928.2,499.8
S011038,20241208,C0062,P009,M002,E003,I003,2,3188,1753.4,1434.6
S011039,20250120,C0670,P004,M001,E007,I001,5,1836,1101.6,734.4
S011040,20260410,C0713,P005,M008,E003,I004,5,5218,2348.1,2869.9
S011041,20250207,C0024,P006,M003,E004,I005,3,6428,2892.6,3535.4
S011042,20260910,C0715,P009,M008,E002,I003,4,3886,2137.3,1748.7
S011043,20250225,C0661,P008,M001,E010,I002,1,3414,1877.7,1536.3
S011044,20260625,C0041,P004,M002,E009,I002,2,2731,1638.6,1092.4
S011045,20240123,C0932,P008,M004,E002,I004,5,3648,2006.4,1641.6
S011046,20260905,C0818,P005,M005,E004,I003,1,7732,3479.4,4252.6
S011047,20240813,C0983,P009,M006,E008,I004,3,5847,3215.85,2631.15
S011048,20240504,C0146,P002,M002,E009,I004,3,1265,822.25,442.75
S011049,20241011,C0089,P015,M005,E002,I003,1,1197,778.05,418.95
S011050,20250518,C0524,P008,M007,E002,I005,5,4844,2664.2,2179.8
S011051,20251217,C0309,P001,M001,E004,I001,2,1623,1054.95,568.05
S011052,20250330,C0379,P003,M006,E006,I005,5,1934,1160.4,773.6
S011053,20250205,C0612,P012,M008,E003,I001,3,1238,804.7,433.3
S011054,20240202,C0004,P014,M007,E005,I002,1,1347,875.55,471.45
S011055,20241018,C0869,P010,M006,E010,I004,2,1155,750.75,404.25
S011056,20260429,C0475,P010,M001,E008,I001,1,2470,1605.5,864.5
S011057,20240723,C0762,P007,M002,E004,I001,2,2680,1206.0,1474.0
S011058,20250308,C0683,P003,M003,E004,I003,3,1532,919.2,612.8
S011059,20261008,C0739,P004,M005,E006,I002,4,1607,964.2,642.8
S011060,20260328,C0039,P012,M003,E007,I004,3,1186,770.9,415.1
S011061,20241218,C0083,P015,M007,E004,I005,2,704,457.6,246.4
S011062,20260222,C0942,P005,M003,E003,I002,5,5074,2283.3,2790.7
S011063,20241020,C0286,P011,M005,E004,I005,4,1798,1168.7,629.3
S011064,20260217,C0715,P012,M001,E008,I005,2,601,390.65,210.35
S011065,20240109,C0359,P010,M002,E006,I001,4,962,625.3,336.7
S011066,20240502,C0960,P002,M002,E007,I003,2,1785,1160.25,624.75
S011067,20261227,C0371,P012,M002,E006,I002,2,1199,779.35,419.65
S011068,20241215,C0572,P001,M004,E006,I002,3,1763,1145.95,617.05
S011069,20250717,C0655,P003,M006,E001,I001,3,2532,1519.2,1012.8
S011070,20261226,C0985,P003,M001,E001,I004,3,2667,1600.2,1066.8
S011071,20260417,C0126,P014,M006,E008,I004,5,1579,1026.35,552.65
S011072,20250113,C0275,P010,M007,E010,I004,3,1233,801.45,431.55
S011073,20261207,C0942,P010,M007,E004,I005,5,1149,746.85,402.15
S011074,20260423,C0522,P011,M001,E002,I002,4,1952,1268.8,683.2
S011075,20250129,C0852,P007,M001,E001,I003,3,7170,3226.5,3943.5
S011076,20250726,C0992,P008,M003,E005,I005,3,4799,2639.45,2159.55
S011077,20241231,C0861,P005,M002,E009,I002,2,3662,1647.9,2014.1
S011078,20240617,C0842,P006,M003,E007,I004,5,5477,2464.65,3012.35
S011079,20250107,C0863,P002,M008,E003,I005,4,1491,969.15,521.85
S011080,20240818,C0245,P014,M007,E010,I001,5,879,571.35,307.65
S011081,20240209,C0173,P007,M003,E010,I004,2,6006,2702.7,3303.3
S011082,20251229,C0866,P002,M001,E002,I002,3,1340,871.0,469.0
S011083,20250828,C0681,P014,M001,E004,I003,1,622,404.3,217.7
S011084,20260505,C0005,P015,M008,E002,I002,4,1483,963.95,519.05
S011085,20250319,C0533,P008,M007,E005,I001,3,5434,2988.7,2445.3
S011086,20250710,C0844,P008,M003,E001,I005,4,1750,962.5,787.5
S011087,20250831,C0506,P013,M007,E004,I003,5,1327,862.55,464.45
S011088,20250525,C0015,P011,M002,E003,I002,4,1349,876.85,472.15
S011089,20240829,C0333,P010,M004,E006,I003,2,1416,920.4,495.6
S011090,20260822,C0830,P002,M001,E006,I001,5,1533,996.45,536.55
S011091,20241027,C0067,P009,M007,E003,I003,5,2828,1555.4,1272.6
S011092,20241221,C0884,P014,M003,E005,I001,5,954,620.1,333.9
S011093,20240203,C0911,P014,M008,E005,I005,2,1103,716.95,386.05
S011094,20250626,C0910,P009,M002,E007,I002,2,3490,1919.5,1570.5
S011095,20251018,C0663,P014,M003,E009,I004,3,798,518.7,279.3
S011096,20241014,C0584,P005,M002,E004,I002,2,2710,1219.5,1490.5
S011097,20260516,C0878,P003,M001,E004,I005,2,2180,1308.0,872.0
S011098,20240730,C0949,P013,M007,E006,I005,1,752,488.8,263.2
S011099,20250312,C0928,P007,M006,E006,I001,2,4613,2075.85,2537.15
S011100,20261104,C0435,P010,M007,E004,I001,5,1991,1294.15,696.85
S011101,20251023,C0521,P011,M004,E001,I005,4,861,559.65,301.35
S011102,20240229,C0805,P007,M005,E007,I002,3,7288,3279.6,4008.4
S011103,20260828,C0239,P001,M002,E009,I005,3,1519,987.35,531.65
S011104,20250428,C0882,P015,M008,E008,I003,2,1772,1151.8,620.2
S011105,20250611,C0653,P004,M001,E010,I003,2,1919,1151.4,767.6
S011106,20241213,C0661,P015,M005,E004,I002,3,895,581.75,313.25
S011107,20260316,C0590,P014,M005,E005,I002,2,539,350.35,188.65
S011108,20240211,C0165,P012,M006,E005,I004,1,1559,1013.35,545.65
S011109,20260827,C0999,P011,M001,E007,I004,3,1160,754.0,406.0
S011110,20260117,C0658,P013,M007,E008,I005,4,1133,736.45,396.55
S011111,20260326,C0767,P009,M006,E006,I001,2,2898,1593.9,1304.1
S011112,20240714,C0106,P008,M004,E007,I001,4,1932,1062.6,869.4
S011113,20261014,C0013,P004,M006,E006,I003,3,2836,1701.6,1134.4
S011114,20240731,C0343,P007,M005,E002,I003,2,5259,2366.55,2892.45
S011115,20260506,C0078,P015,M005,E006,I001,5,951,618.15,332.85
S011116,20250405,C0654,P005,M003,E003,I003,5,3523,1585.35,1937.65
S011117,20240310,C0087,P002,M001,E002,I001,5,1047,680.55,366.45
S011118,20240312,C0680,P001,M005,E005,I002,5,1205,783.25,421.75
S011119,20250916,C0977,P002,M006,E009,I001,5,1359,883.35,475.65
S011120,20260323,C0718,P002,M004,E006,I003,1,570,370.5,199.5
S011121,20241020,C0409,P010,M004,E005,I003,3,1805,1173.25,631.75
S011122,20260131,C0860,P006,M003,E005,I004,4,5910,2659.5,3250.5
S011123,20251009,C0958,P009,M005,E006,I005,4,2614,1437.7,1176.3
S011124,20240408,C0380,P003,M001,E002,I001,4,1505,903.0,602.0
S011125,20241013,C0439,P001,M005,E010,I004,4,545,354.25,190.75
S011126,20260605,C0759,P008,M002,E010,I002,1,5548,3051.4,2496.6
S011127,20260812,C0412,P003,M004,E008,I004,3,2385,1431.0,954.0
S011128,20260625,C0638,P006,M005,E004,I001,5,5459,2456.55,3002.45
S011129,20260223,C0392,P004,M008,E002,I001,4,2943,1765.8,1177.2
S011130,20260103,C0208,P003,M006,E003,I002,5,2856,1713.6,1142.4
S011131,20260325,C0171,P014,M002,E009,I004,5,965,627.25,337.75
S011132,20260814,C0349,P004,M004,E008,I002,4,2548,1528.8,1019.2
S011133,20250319,C0080,P006,M006,E009,I004,2,3309,1489.05,1819.95
S011134,20260824,C0075,P014,M004,E009,I005,3,547,355.55,191.45
S011135,20251119,C0307,P008,M001,E008,I005,3,5316,2923.8,2392.2
S011136,20250519,C0630,P015,M004,E005,I001,1,1207,784.55,422.45
S011137,20260415,C0307,P003,M007,E003,I005,3,1647,988.2,658.8
S011138,20260328,C0468,P001,M003,E001,I004,3,1268,824.2,443.8
S011139,20240112,C0729,P008,M006,E006,I001,2,4019,2210.45,1808.55
S011140,20240126,C0128,P008,M007,E001,I003,3,4085,2246.75,1838.25
S011141,20250722,C0872,P008,M008,E009,I004,1,1855,1020.25,834.75
S011142,20250420,C0492,P015,M003,E009,I004,2,771,501.15,269.85
S011143,20260331,C0853,P006,M006,E007,I003,2,6505,2927.25,3577.75
S011144,20251212,C0218,P010,M001,E010,I003,3,1646,1069.9,576.1
S011145,20261014,C0707,P008,M008,E005,I001,4,2168,1192.4,975.6
S011146,20260926,C0290,P009,M005,E009,I005,5,4960,2728.0,2232.0
S011147,20251119,C0867,P007,M002,E007,I001,1,3474,1563.3,1910.7
S011148,20250605,C0291,P009,M004,E006,I005,2,1596,877.8,718.2
S011149,20240805,C0002,P014,M001,E007,I004,1,1203,781.95,421.05
S011150,20260603,C0026,P013,M004,E005,I003,2,1414,919.1,494.9
S011151,20260727,C0652,P001,M004,E005,I001,3,564,366.6,197.4
S011152,20250719,C0776,P003,M003,E002,I002,5,2182,1309.2,872.8
S011153,20250215,C0980,P002,M001,E010,I003,2,1003,651.95,351.05
S011154,20240422,C0123,P013,M001,E009,I004,3,1576,1024.4,551.6
S011155,20260718,C0997,P013,M005,E002,I002,4,886,575.9,310.1
S011156,20241126,C0993,P001,M007,E008,I003,3,550,357.5,192.5
S011157,20261116,C0396,P011,M002,E009,I005,3,2340,1521.0,819.0
S011158,20240301,C0393,P003,M003,E005,I005,5,2749,1649.4,1099.6
S011159,20240922,C0909,P008,M001,E003,I005,2,5612,3086.6,2525.4
S011160,20260529,C0357,P006,M006,E003,I002,1,4097,1843.65,2253.35
S011161,20250810,C0867,P006,M001,E004,I001,2,4051,1822.95,2228.05
S011162,20251205,C0478,P006,M002,E007,I001,5,3338,1502.1,1835.9
S011163,20260419,C0469,P006,M003,E004,I005,1,4938,2222.1,2715.9
S011164,20250914,C0109,P013,M006,E001,I004,1,1091,709.15,381.85
S011165,20250228,C0515,P014,M004,E006,I001,3,658,427.7,230.3
S011166,20260109,C0298,P007,M008,E007,I003,5,4521,2034.45,2486.55
S011167,20251023,C0909,P005,M005,E008,I004,2,6897,3103.65,3793.35
S011168,20250418,C0724,P001,M005,E009,I004,4,1371,891.15,479.85
S011169,20240204,C0937,P004,M003,E002,I005,4,2133,1279.8,853.2
S011170,20260906,C0847,P007,M005,E004,I002,4,3488,1569.6,1918.4
S011171,20260911,C0164,P005,M003,E006,I003,1,3185,1433.25,1751.75
S011172,20261107,C0337,P005,M001,E002,I005,2,5363,2413.35,2949.65
S011173,20240201,C0627,P010,M002,E001,I001,1,1998,1298.7,699.3
S011174,20250517,C0891,P003,M001,E001,I001,5,1975,1185.0,790.0
S011175,20260706,C0737,P010,M004,E010,I003,5,861,559.65,301.35
S011176,20250521,C0313,P013,M001,E004,I005,1,1640,1066.0,574.0
S011177,20260715,C0673,P007,M008,E002,I005,4,2507,1128.15,1378.85
S011178,20260922,C0049,P003,M004,E005,I003,1,2861,1716.6,1144.4
S011179,20261028,C0756,P011,M003,E001,I002,3,1562,1015.3,546.7
S011180,20250805,C0644,P005,M004,E010,I004,3,5775,2598.75,3176.25
S011181,20251026,C0503,P003,M008,E010,I005,2,1504,902.4,601.6
S011182,20240925,C0107,P001,M005,E006,I002,5,1133,736.45,396.55
S011183,20250207,C0246,P003,M003,E002,I002,1,2844,1706.4,1137.6
S011184,20250323,C0563,P002,M007,E009,I002,2,1715,1114.75,600.25
S011185,20241220,C0253,P007,M006,E007,I001,1,6319,2843.55,3475.45
S011186,20250128,C0421,P010,M002,E005,I004,3,1389,902.85,486.15
S011187,20260705,C0572,P007,M003,E004,I003,3,3629,1633.05,1995.95
S011188,20261225,C0958,P004,M005,E005,I003,4,1344,806.4,537.6
S011189,20250904,C0527,P010,M004,E006,I004,2,886,575.9,310.1
S011190,20240721,C0834,P005,M007,E009,I005,1,6503,2926.35,3576.65
S011191,20260726,C0089,P002,M001,E009,I004,5,1466,952.9,513.1
S011192,20250617,C0041,P007,M007,E006,I001,1,5504,2476.8,3027.2
S011193,20260127,C0413,P003,M005,E002,I003,1,1604,962.4,641.6
S011194,20240813,C0861,P008,M005,E003,I001,1,5215,2868.25,2346.75
S011195,20250516,C0339,P006,M002,E004,I004,1,5018,2258.1,2759.9
S011196,20250618,C0913,P009,M008,E010,I005,2,3415,1878.25,1536.75
S011197,20240727,C0061,P013,M001,E008,I004,5,814,529.1,284.9
S011198,20261104,C0972,P014,M006,E010,I005,1,1260,819.0,441.0
S011199,20241222,C0527,P011,M003,E002,I004,4,2063,1340.95,722.05
S011200,20260528,C0818,P014,M001,E004,I005,2,1703,1106.95,596.05
S011201,20261211,C0441,P005,M003,E007,I003,4,6522,2934.9,3587.1
S011202,20260322,C0122,P013,M006,E001,I001,5,671,436.15,234.85
S011203,20251122,C0014,P007,M004,E006,I001,5,2676,1204.2,1471.8
S011204,20261230,C0795,P001,M007,E002,I001,3,1521,988.65,532.35
S011205,20260601,C0463,P001,M001,E004,I003,4,1450,942.5,507.5
S011206,20261102,C0135,P001,M007,E004,I004,3,569,369.85,199.15
S011207,20250801,C0385,P011,M003,E003,I003,1,1639,1065.35,573.65
S011208,20250617,C0469,P011,M007,E003,I001,5,1716,1115.4,600.6
S011209,20250319,C0762,P009,M006,E010,I002,1,3490,1919.5,1570.5
S011210,20261104,C0803,P002,M005,E010,I004,1,1304,847.6,456.4
S011211,20240919,C0371,P008,M008,E006,I001,1,2041,1122.55,918.45
S011212,20250601,C0303,P008,M001,E004,I003,2,2134,1173.7,960.3
S011213,20251015,C0868,P009,M007,E008,I002,1,5237,2880.35,2356.65
S011214,20240406,C0128,P012,M008,E007,I004,1,717,466.05,250.95
S011215,20260620,C0627,P015,M002,E003,I004,1,873,567.45,305.55
S011216,20240316,C0970,P006,M006,E007,I005,1,4769,2146.05,2622.95
S011217,20250217,C0306,P001,M002,E001,I001,2,969,629.85,339.15
S011218,20251127,C0216,P004,M004,E002,I004,3,1839,1103.4,735.6
S011219,20241022,C0096,P012,M007,E006,I005,5,765,497.25,267.75
S011220,20260109,C0754,P002,M008,E010,I001,2,673,437.45,235.55
S011221,20261205,C0670,P007,M006,E004,I004,5,6135,2760.75,3374.25
S011222,20240501,C0400,P003,M004,E010,I004,5,2307,1384.2,922.8
S011223,20261205,C0077,P003,M008,E003,I005,4,1734,1040.4,693.6
S011224,20240518,C0095,P002,M006,E009,I002,3,945,614.25,330.75
S011225,20250820,C0819,P001,M004,E005,I002,1,1603,1041.95,561.05
S011226,20241123,C0098,P014,M003,E009,I005,2,740,481.0,259.0
S011227,20250615,C0359,P010,M005,E008,I001,3,993,645.45,347.55
S011228,20250523,C0215,P015,M003,E002,I002,3,1078,700.7,377.3
S011229,20260104,C0670,P010,M005,E004,I002,3,2238,1454.7,783.3
S011230,20250110,C0179,P005,M001,E008,I005,1,4263,1918.35,2344.65
S011231,20251107,C0742,P014,M001,E009,I005,5,550,357.5,192.5
S011232,20250706,C0749,P012,M001,E009,I001,4,1722,1119.3,602.7
S011233,20241125,C0250,P011,M004,E007,I005,2,1744,1133.6,610.4
S011234,20240330,C0476,P006,M004,E009,I003,1,3318,1493.1,1824.9
S011235,20250814,C0644,P006,M004,E006,I004,4,4288,1929.6,2358.4
S011236,20250807,C0074,P015,M006,E005,I001,5,1713,1113.45,599.55
S011237,20240714,C0456,P005,M005,E006,I003,4,5931,2668.95,3262.05
S011238,20260927,C0569,P004,M001,E002,I005,4,2825,1695.0,1130.0
S011239,20240702,C0233,P002,M001,E001,I004,2,1167,758.55,408.45
S011240,20260506,C0819,P005,M002,E003,I005,5,2790,1255.5,1534.5
S011241,20241031,C0701,P003,M004,E007,I001,5,1972,1183.2,788.8
S011242,20260119,C0450,P013,M008,E008,I004,3,727,472.55,254.45
S011243,20250216,C0479,P015,M006,E001,I004,5,769,499.85,269.15
S011244,20250921,C0472,P012,M006,E006,I002,2,560,364.0,196.0
S011245,20250513,C0856,P013,M004,E006,I001,1,519,337.35,181.65
S011246,20241208,C0583,P003,M001,E001,I001,1,1666,999.6,666.4
S011247,20250629,C0630,P012,M004,E005,I001,3,832,540.8,291.2
S011248,20241105,C0143,P011,M002,E003,I001,3,1837,1194.05,642.95
S011249,20240330,C0565,P002,M001,E010,I005,5,711,462.15,248.85
S011250,20260305,C0417,P006,M006,E010,I002,3,2903,1306.35,1596.65
S011251,20250707,C0888,P007,M001,E001,I005,1,3269,1471.05,1797.95
S011252,20240921,C0913,P005,M007,E001,I004,5,5369,2416.05,2952.95
S011253,20240628,C0496,P010,M005,E005,I004,1,1119,727.35,391.65
S011254,20250530,C0615,P015,M006,E003,I002,3,1484,964.6,519.4
S011255,20250624,C0677,P010,M008,E007,I002,5,2067,1343.55,723.45
S011256,20240301,C0049,P002,M008,E007,I005,3,1274,828.1,445.9
S011257,20251029,C0696,P002,M008,E001,I001,3,1356,881.4,474.6
S011258,20251213,C0054,P003,M007,E004,I003,3,2470,1482.0,988.0
S011259,20260606,C0455,P002,M006,E004,I001,3,1799,1169.35,629.65
S011260,20260304,C0477,P005,M006,E010,I005,1,5071,2281.95,2789.05
S011261,20250514,C0862,P009,M003,E005,I002,2,4806,2643.3,2162.7
S011262,20251223,C0092,P006,M002,E003,I004,3,2571,1156.95,1414.05
S011263,20240723,C0393,P015,M003,E007,I005,5,1549,1006.85,542.15
S011264,20240220,C0348,P006,M007,E007,I001,3,3921,1764.45,2156.55
S011265,20250131,C0150,P012,M002,E010,I004,3,1678,1090.7,587.3
S011266,20260318,C0212,P007,M003,E006,I004,5,5569,2506.05,3062.95
S011267,20261213,C0455,P001,M007,E002,I005,4,822,534.3,287.7
S011268,20240710,C0227,P012,M002,E001,I002,1,1346,874.9,471.1
S011269,20250929,C0034,P009,M003,E009,I005,5,5591,3075.05,2515.95
S011270,20260509,C0341,P004,M001,E001,I002,1,2915,1749.0,1166.0
S011271,20261225,C0324,P010,M008,E009,I005,2,843,547.95,295.05
S011272,20250709,C0887,P006,M003,E003,I001,5,6790,3055.5,3734.5
S011273,20251229,C0130,P015,M001,E008,I004,3,1272,826.8,445.2
S011274,20260308,C0050,P014,M003,E006,I004,2,1571,1021.15,549.85
S011275,20240709,C0092,P008,M007,E010,I001,5,5664,3115.2,2548.8
S011276,20260623,C0249,P008,M003,E009,I003,3,2719,1495.45,1223.55
S011277,20260803,C0604,P014,M008,E005,I005,3,1508,980.2,527.8
S011278,20261205,C0370,P012,M003,E003,I005,4,501,325.65,175.35
S011279,20261217,C0129,P002,M008,E003,I004,1,1731,1125.15,605.85
S011280,20260906,C0445,P007,M003,E010,I005,4,5276,2374.2,2901.8
S011281,20261207,C0183,P008,M005,E002,I005,4,2702,1486.1,1215.9
S011282,20261103,C0945,P009,M001,E005,I002,5,4797,2638.35,2158.65
S011283,20261112,C0699,P009,M003,E006,I005,5,5513,3032.15,2480.85
S011284,20241112,C0711,P007,M005,E002,I005,3,6104,2746.8,3357.2
S011285,20260114,C0485,P005,M002,E008,I004,2,3513,1580.85,1932.15
S011286,20260218,C0474,P007,M003,E009,I005,2,7165,3224.25,3940.75
S011287,20260526,C0811,P006,M006,E006,I003,1,6478,2915.1,3562.9
S011288,20260109,C0622,P005,M004,E002,I003,2,6029,2713.05,3315.95
S011289,20251208,C0235,P001,M003,E002,I005,5,1717,1116.05,600.95
S011290,20240804,C0894,P014,M006,E004,I001,3,985,640.25,344.75
S011291,20260218,C0785,P011,M006,E005,I005,2,1847,1200.55,646.45
S011292,20261027,C0576,P014,M001,E007,I004,1,973,632.45,340.55
S011293,20261006,C0292,P010,M003,E006,I001,5,1012,657.8,354.2
S011294,20260812,C0764,P014,M006,E007,I004,4,1372,891.8,480.2
S011295,20260116,C0888,P002,M003,E005,I001,5,1425,926.25,498.75
